unit;rzb_cdr_counterparty_code;entity_type;entity_type_desc;rzb_cdr_counterparty_name;rzb_cdr_internal_rating;rzb_cdr_ead_pre_ccf;rzb_cdr_ead_pre_ccf;cc;cc1;dqi_check
CASRS;2159396;3;Corporates;JERRY CATERING SERVICE DOO BEOGRAD;CORP_10;214261.5835;214261.5835;2159396;2159396;OK
RBCZ;288970;6;Small Medium Business (SMB);ICC GROUP S.R.O.;SME_10;14.71885886;14.71885886;288970;288970;OK
RBRS;1040551;6;Small Medium Business (SMB);PACOMM DOO BEOGRAD;SME_10;77655.56952;77655.56952;1040551;1040551;OK
RLRO;511417;3;Corporates;IPM-PARTNERS ROMANIA SA;CORP_10;13694.9812;13694.9812;511417;511417;OK
RBBH;288913;6;Small Medium Business (SMB);FAM DOO ZENICA;SME_10;0.01;0.01;;;OK
RBI;112530;36;Private Individual (Non-Retail);;CORP_10;194711.44;194711.44;112530;;OK
RPL;623895;3;Corporates;Waberer's-Szemerey Logisztika Korlá-tolt Felelõsségû Társaság;CORP_10;2478341.318;2478341.318;623895;623895;OK
TBSK;1451489;6;Small Medium Business (SMB);YV STYLE s.r.o.;SME_10;156482.41;156482.41;1451489;1451489;OK
RLBY1;572879;6;Small Medium Business (SMB);"""siti-logistik"" obshestvo s ogranic-hennoi otvetstvennostyu";SME_10;33362;33362;572879;572879;OK
RBAL;152068;3;Corporates;MERCURI SHPK;CORP_10;4.706544159;4.706544159;152068;152068;OK
TBSK;875635;6;Small Medium Business (SMB);ADALIA-SK s.r.o;SME_10;167353.94;167353.94;875635;875635;OK
RBRO;930309;3;Corporates;QMB ENERG SRL;CORP_10;101021.3153;101021.3153;930309;930309;OK
RBAL;134977;3;Corporates;PESPA ALUMIN SHPK;CORP_10;3196208.552;3196208.552;134977;134977;OK
RBRO;123332;4;Government-Owned Commercial Undertaking;AN APELE ROMANE - ABA CRISURI -EXTR;CORP_10;1.988079604;1.988079604;;;OK
TLSK;1310211;6;Small Medium Business (SMB);Directbus s.r.o.;SME_10;44488.22;44488.22;1310211;1310211;OK
AVAL;177070;3;Corporates;TORHOVYI DIM PRODEKS IM;CORP_10;573529.6207;573529.6207;177070;177070;OK
RBRS;235990;3;Corporates;MORAVA IN DOO KRUSEVAC;CORP_10;579615.0383;579615.0383;235990;235990;OK
RBRO;135723;3;Corporates;ELLADA SRL;CORP_10;72.87872117;72.87872117;135723;;OK
AVAL;1023167;3;Corporates;PP ZORIA 2005;CORP_10;48646.88169;48646.88169;1023167;1023167;OK
RBI;8293;11;Banks;Rafidain Bank (Republic of Iraq)-Baghdad Main Branch;FIN_10;539909.61;539909.61;8293;;OK
TBSK;626244;3;Corporates;TechVision Slovakia s. r. o.;CORP_10;373937.0148;373937.0148;626244;;OK
TLSK;506719;6;Small Medium Business (SMB);NITRANS MG, s.r.o.;SME_10;78605.57;78605.57;506719;506719;OK
RBBY;689781;6;Small Medium Business (SMB);MIZANO CHTUP;SME_10;122649.5147;122649.5147;689781;;OK
RBBH;951164;6;Small Medium Business (SMB);KARIC COMERC DOO SARAJEVO;SME_10;169119.5145;169119.5145;951164;951164;OK
RBAL;515814;6;Small Medium Business (SMB);JUPITER GROUP SHPK;SME_10;954.9262009;954.9262009;515814;515814;OK
RBI;294170;3;Corporates;M.O.F. trgovacki centri d.o.o.;CORP_10;83097.69;83097.69;294170;294170;OK
RBRO;134226;3;Corporates;LACTAG;CORP_10;3.077078493;3.077078493;;;OK
RBAL;1553392;3;Corporates;COSMOS TOURS SHPK;CORP_10;2324.32;2324.32;1553392;1553392;OK
RBBH;149223;3;Corporates;MIMS DOO SARAJEVO;CORP_10;10.17470844;10.17470844;;;OK
RLRO;1439300;6;Small Medium Business (SMB);NOVA-TECH PRODUCTION;SME_10;4260.2424;4260.2424;1439300;1439300;OK
TLSK;518070;6;Small Medium Business (SMB);ZEDO, s.r.o.;SME_10;234436.53;234436.53;518070;518070;OK
RBAL;801111;6;Small Medium Business (SMB);ALENA ALB SH.A;SME_10;336306.4137;336306.4137;801111;801111;OK
RBI;473245;3;Corporates;Iracema Industria e Comercio-de Castanhas de Caju Limitada;CORP_10;802761.2132;802761.2132;473245;473245;OK
RBBY;438794;6;Small Medium Business (SMB);'GOMEL'TORGMASH' OAO;SME_10;24679.44163;24679.44163;438794;;OK
TBSK;808521;6;Small Medium Business (SMB);GTS LOGISTICS, s.r.o.;SME_10;18.24;18.24;;808521;ERROR
CASRS;141191;3;Corporates;NEIMAR PROJEKT DOO NIS- U STEÈAJU;CORP_10;111258.91;111258.91;141191;141191;OK
AVAL;216871;6;Small Medium Business (SMB);"SFH ""Trud""";SME_10;418107.9808;418107.9808;216871;216871;OK
RBRO;590670;6;Small Medium Business (SMB);VIRGFAN SRL;SME_10;3226.46211;3226.46211;590670;590670;OK
RLHR;1228847;3;Corporates;AUTOPRIJEVOZNIK KLJAJIC D.O.O.;CORP_10;546469.86;546469.86;1228847;1228847;OK
RBRU;600094;6;Small Medium Business (SMB);BUNTSYKIN ALEKSANDR VLADIMIROVICH;SME_10;304419.6619;304419.6619;600094;600094;OK
RBBH;855110;6;Small Medium Business (SMB);CARGO TRANS DOO BANOVICI;SME_10;15854.08241;15854.08241;855110;855110;OK
TLSK;1449602;6;Small Medium Business (SMB);AM Solution, s.r.o.;SME_10;20664.35;20664.35;1449602;1449602;OK
RBRO;1896966;6;Small Medium Business (SMB);EURO MEAT TRADE SRL;SME_10;328.2501233;328.2501233;1896966;1896966;OK
RBI;744162;3;Corporates;Grundstücksgesellschaft Strandbaddamm 2-mbH & Co. KG;CORP_10;31616.72;31616.72;744162;744162;OK
AVAL;393588;3;Corporates;MEDYNSKYI A.O.;CORP_10;48.30068545;48.30068545;;;OK
ALEASS;722047;6;Small Medium Business (SMB);ELECTRONIC GAMES S.R.L.;SME_10;68185.96;68185.96;722047;722047;OK
RBRO;652798;6;Small Medium Business (SMB);SC COMET FER COMPANY SRL;SME_10;880.7273464;880.7273464;652798;;OK
RLRU;1404418;6;Small Medium Business (SMB);LOGOS-S LLC;SME_10;91039.51265;91039.51265;1404418;1404418;OK
RLRS;786499;6;Small Medium Business (SMB);PROFESSIONAL PACK DOO BEOGRAD;SME_10;16279.67;16279.67;786499;786499;OK
RBRO;958039;39;Associations;ASOCIATIA PRO GRINTIES;CORP_10;7.071421357;7.071421357;;;OK
AVAL;1022170;6;Small Medium Business (SMB);FH DEMETRA-D;SME_10;129194.6834;129194.6834;1022170;1022170;OK
ALEASS;702291;6;Small Medium Business (SMB);GIOMBETTI & GIOMBETTI S.A.S.;SME_10;42514.16;42514.16;702291;;OK
RBAL;853397;3;Corporates;DON-UCD SHPK;CORP_10;688.962509;688.962509;853397;853397;OK
TBSK;1556565;3;Corporates;SBS Maschinenfabrik GmbH;CORP_10;61983;61983;1556565;1556565;OK
RBI;2289166;3;Corporates;Hilding Anders Lux Holdings;CORP_10;862839.85;862839.85;2289166;2289166;OK
TLSK;393850;6;Small Medium Business (SMB);Agrokombinat MI,a.s.;SME_10;50935.04;50935.04;393850;;OK
RBRS;955075;6;Small Medium Business (SMB);SANTA TRADE DOO;SME_10;36.92457702;36.92457702;955075;955075;OK
RBRS;554935;3;Corporates;INSERT DOO, RUMA - U STEÈAJU;CORP_10;161785.581;161785.581;554935;554935;OK
RLRO;1549761;3;Corporates;STEEL & FLUID CO SRL;CORP_10;1493.0853;1493.0853;1549761;1549761;OK
RBRO;1521642;6;Small Medium Business (SMB);ANVELOMAG TOP AUTO SRL;SME_10;16730.78897;16730.78897;1521642;1521642;OK
RLCZ;1437486;3;Corporates;MULLER TECHNIK CZ S R O;CORP_10;78032.73;78032.73;1437486;1437486;OK
RBRS;1614597;6;Small Medium Business (SMB);SISTEM FPS OBEZBEDJENJE DOO BEOGRAD;SME_10;98867.59139;98867.59139;1614597;1614597;OK
RBHR;1347236;3;Corporates;ANCONA GRUPA D.O.O.;CORP_10;411595.47;411595.47;1347236;1347236;OK
RBI;131246;3;Corporates;Moorgate Industries Limited;CORP_10;689974.3859;689974.3859;131246;;OK
RBRO;808152;6;Small Medium Business (SMB);GISA TRAVEL OIL;SME_10;78605.06719;78605.06719;808152;808152;OK
RLRU;1873770;6;Small Medium Business (SMB);THE TTN ORGANISATION;SME_10;242386.9228;242386.9228;1873770;1873770;OK
ALEASS;702217;6;Small Medium Business (SMB);BRESCINI IMMOBILIARE DI;SME_10;52546.88;52546.88;702217;702217;OK
TBSK;876403;6;Small Medium Business (SMB);Michael colection, s.r.o.;SME_10;651582.11;651582.11;876403;876403;OK
TLSK;733159;6;Small Medium Business (SMB);AFINOX s.r.o.;SME_10;14027.52;14027.52;733159;733159;OK
RLRU;104496;3;Corporates;PSB-GEM-HOLZ JSC;CORP_10;327739;327739;104496;104496;OK
RBHU;137730;6;Small Medium Business (SMB);Active Plus Logistics Kft.;SME_10;350687.1;350687.1;137730;137730;OK
TLSK;1847729;3;Corporates;HIGH TATRAS TOWER s.r.o.;CORP_10;3499876.59;3499876.59;1847729;1847729;OK
RBRS;140557;3;Corporates;MARNI DOO KRUSEVAC   U STECAJU;CORP_10;2622.929207;2622.929207;140557;;OK
RBCZ;2069088;6;Small Medium Business (SMB);LIBOR MALECEK;SME_10;3002299.168;3002299.168;2069088;2069088;OK
RBRO;677805;3;Corporates;Energolux Impex S.R.L.;CORP_10;2222.446712;2222.446712;677805;677805;OK
RBBH;143490;6;Small Medium Business (SMB);Momic doo;SME_10;70.04698772;70.04698772;;;OK
RBI;290373;3;Corporates;Nordex SE;CORP_10;112886.4;112886.4;;;OK
RBHR;881024;3;Corporates;LIM SAMOBOR D.O.O.;CORP_10;4654568.78;4654568.78;881024;881024;OK
RBRS;924003;3;Corporates;STEEL BALL;CORP_10;3183.780587;3183.780587;924003;924003;OK
RBHR;145933;6;Small Medium Business (SMB);ARHIMONT D.O.O.;SME_10;150065.4514;150065.4514;145933;;OK
RBRO;238504;3;Corporates;INTERAGRO SRL;CORP_10;235.5067061;235.5067061;238504;238504;OK
RBRO;107008;3;Corporates;MIDOCAR SRL;CORP_10;1194228.873;1194228.873;107008;;OK
RBRO;628138;6;Small Medium Business (SMB);TUNC AL 2003 SRL;SME_10;2051.607233;2051.607233;628138;;OK
RBBH;517336;3;Corporates;GLOBTOUR DRUSTVO ZA TURIZAM DOO MED;CORP_10;5135.926947;5135.926947;517336;517336;OK
RLHR;1606101;3;Corporates;KONZUM PLUS D.O.O.;CORPL_10;33843.39;33843.39;1606101;1606101;OK
RBBY;2082169;6;Small Medium Business (SMB);OOO 'GRADFUD PROD';SME_10;124032.8583;124032.8583;2082169;2082169;OK
RBRO;856891;3;Corporates;DUNA STEEL COMPANY SRL;CORP_10;204295.1262;204295.1262;856891;856891;OK
TBSK;542331;6;Small Medium Business (SMB);Agromas, a.s.;SME_10;11.45;11.45;542331;;OK
RBAL;605426;6;Small Medium Business (SMB);ONIR COMPANY SHPK;SME_10;4.55;4.55;605426;605426;OK
RBRO;117266;3;Corporates;AUTO WORLD PARK SRL;CORP_10;136055.1454;136055.1454;117266;117266;OK
RBHR;471240;3;Corporates;ELEKTROCENTAR PETEK D.O.O.;CORP_10;506422.892;506422.892;471240;471240;OK
RBRO;931332;6;Small Medium Business (SMB);SPORT COM SRL;SME_10;10219.62623;10219.62623;931332;931332;OK
RBBH;1541082;6;Small Medium Business (SMB);RIS DOO KOZARSKA DUBICA;SME_10;174.2482731;174.2482731;;;OK
RBAL;1606211;6;Small Medium Business (SMB);HIPPO PAZARI I RI SHPK;SME_10;52657.65339;52657.65339;1606211;1606211;OK
RBBY;634026;6;Small Medium Business (SMB);DAOLOGISTIK' OOO;SME_10;298620.994;298620.994;634026;634026;OK
RBRO;597680;6;Small Medium Business (SMB);OIL ZMOLE;SME_10;125.93;125.93;;;OK
AVAL;221950;6;Small Medium Business (SMB);Holiak Serhei Vladymyrovych;SME_10;89.8564863;89.8564863;;;OK
RBAL;880075;3;Corporates;ILDA GJEKAJ PF;CORP_10;221.15;221.15;880075;880075;OK
RBHU;1342275;6;Small Medium Business (SMB);István UniService Kereskedelmi és S-zolgáltató Betéti Társaság;SME_10;326.0993511;326.0993511;1342275;1342275;OK
RBHR;109455;6;Small Medium Business (SMB);SAYBOLT PAN ADRIATIKA D.O.O.;SME_10;118397.2325;118397.2325;109455;109455;OK
RBAL;1646026;6;Small Medium Business (SMB);SINANAJ COMPANI SHPK;SME_10;87.53462307;87.53462307;1646026;1646026;OK
RBHU;696335;6;Small Medium Business (SMB);EMD Hungary Korlátolt Felelõsségû T-ársaság;SME_10;176746.8411;176746.8411;696335;696335;OK
RLHR;164245;6;Small Medium Business (SMB);ARIS 2000 D.O.O.;SME_10;3337.31;3337.31;164245;;OK
TBSK;1795636;6;Small Medium Business (SMB);RvR - BA s.r.o.;SME_10;20524.23;20524.23;1795636;1795636;OK
RLBY1;1819752;6;Small Medium Business (SMB);IP Ananich Anton IUr'evich;SME_10;34830;34830;1819752;1819752;OK
RBBY;695585;6;Small Medium Business (SMB);AL`KOM OOO;SME_10;3970.727672;3970.727672;695585;695585;OK
RBHR;1974981;6;Small Medium Business (SMB);ARCE D.O.O.;SME_10;106458.29;106458.29;1974981;1974981;OK
AVAL;433494;6;Small Medium Business (SMB);TOV 'KHARKIV-AVTOZAPCHASTINA';SME_10;20596.08815;20596.08815;433494;433494;OK
TLSK;1349290;6;Small Medium Business (SMB);RADA Montage s.r.o.;SME_10;11521.64;11521.64;1349290;1349290;OK
RBHU;1575059;3;Corporates;Keppel-KBS US REIT H1 Kft.;CORP_10;100.5664216;100.5664216;1575059;1575059;OK
RLRU;1919377;6;Small Medium Business (SMB);STK;SME_10;61991.01794;61991.01794;1919377;1919377;OK
RLRS;130353;3;Corporates;ENTERIJER JANKOVIC DOO NOVI SAD;CORP_10;23688.57;23688.57;130353;130353;OK
RBCZ;1402867;6;Small Medium Business (SMB);CZECH BUSINESS CAPITAL S R O;SME_10;11564.53351;11564.53351;1402867;1402867;OK
RBRO;600317;3;Corporates;GALAXY FRUCT TOTAL SRL;CORP_10;41.21628448;41.21628448;600317;;OK
RBRS;944857;6;Small Medium Business (SMB);OGI DOO VALJEVO;SME_10;26969.39117;26969.39117;944857;944857;OK
RBRO;1328255;6;Small Medium Business (SMB);EDDY'S GLOBAL MARKET;SME_10;131002.3538;131002.3538;1328255;1328255;OK
RBRO;130312;6;Small Medium Business (SMB);CONSTRUCT DESIGN SRL;SME_10;777.9169615;777.9169615;130312;130312;OK
TBSK;1205716;6;Small Medium Business (SMB);GTL Management, s.r.o.;SME_10;16497.48;16497.48;1205716;1205716;OK
RBRO;131964;6;Small Medium Business (SMB);EUROCASA;SME_10;495.8266108;495.8266108;131964;;OK
TBSK;1428193;6;Small Medium Business (SMB);Slovak People s.r.o.;SME_10;323265.57;323265.57;1428193;1428193;OK
RBRO;684939;33;Church or Religious Community;PAROHIA HALINGA;CORP_10;612.9528236;612.9528236;684939;;OK
RBRO;496190;6;Small Medium Business (SMB);VISPESTI PROD SRL;SME_10;633.7811901;633.7811901;496190;496190;OK
RBI;226250;3;Corporates;Tolsi Property SL;CORP_10;95441.69;95441.69;226250;226250;OK
RBRO;933612;6;Small Medium Business (SMB);ORANGE STEEL SRL;SME_10;24233.32202;24233.32202;933612;933612;OK
RLBY1;1819160;6;Small Medium Business (SMB);FunhiBelPlius OOO;SME_10;123884;123884;1819160;1819160;OK
RBBH;1047549;6;Small Medium Business (SMB);BID 2 TR VL SP  BULIC MILADA PRIJED;SME_10;77960.51293;77960.51293;1047549;1047549;OK
RBBH;1641658;6;Small Medium Business (SMB);FABRIKA STOCNE HRANE SITA DOO GRADI;SME_10;26715.00079;26715.00079;1641658;1641658;OK
RBHR;463225;3;Corporates;ENERGY PLUS - D.O.O.;CORP_10;468998.9939;468998.9939;463225;463225;OK
RLBY1;886124;6;Small Medium Business (SMB);'PRAVIL'NOE UTEPLENIE' OOO;SME_10;30320;30320;886124;886124;OK
AVAL;178445;3;Corporates;TOV ZORYa;CORP_10;13714012.32;13714012.32;178445;178445;OK
RBBY;886124;6;Small Medium Business (SMB);'PRAVIL'NOE UTEPLENIE' OOO;SME_10;6627.267115;6627.267115;886124;886124;OK
RBHR;479065;3;Corporates;MUCIC & CO D.O.O.;CORP_10;91.86143738;91.86143738;;;OK
RBAL;665346;3;Corporates;DIZOTTI SHPK;CORP_10;170.4924748;170.4924748;;;OK
TBSK;1905910;6;Small Medium Business (SMB);JTSUPERVISING s.r.o.;SME_10;59057.47;59057.47;1905910;1905910;OK
RBRU;741864;6;Small Medium Business (SMB);FORMULA USPEKHA OOO;SME_10;7038.220874;7038.220874;741864;741864;OK
RBHU;1596678;6;Small Medium Business (SMB);ARS Service Szolgáltató Korlátolt F-elelõsségû Társaság-F.A.;SME_10;64427.54557;64427.54557;1596678;1596678;OK
TBSK;291433;3;Corporates;Maria Molnarova;CORP_10;5.89;5.89;;;OK
RBRS;1497872;6;Small Medium Business (SMB);STIG;SME_10;71.2594525;71.2594525;1497872;1497872;OK
RBRO;663756;6;Small Medium Business (SMB);SEERS CRM SRL;SME_10;634.6618226;634.6618226;663756;663756;OK
RBBY;727231;6;Small Medium Business (SMB);"""AgroMiks"" CHTUP";SME_10;25318.1207;25318.1207;727231;727231;OK
TBSK;100979;6;Small Medium Business (SMB);DRIFT, s.r.o.;SME_10;41545.0596;41545.0596;100979;100979;OK
AVAL;312150;6;Small Medium Business (SMB);SPD ONISHCHENKO D.S.;SME_10;1.598931991;1.598931991;;;OK
RBRU;71348;12;Central Goverment;Russia, Federation of;SOV_10;196882425.3;196882425.3;;;OK
RBHU;341285;3;Corporates;Kaza International Kft.;CORP_10;385.4176685;385.4176685;341285;341285;OK
RLHR;108485;3;Corporates;KUZELKA D. O. O.;CORP_10;1157387.91;1157387.91;108485;108485;OK
RBI;728203;3;Corporates;Cinque Terre Financial Group-Limited;CORP_10;218784.1459;218784.1459;728203;728203;OK
RBRS;1250646;6;Small Medium Business (SMB);VERTEC SOLUTIONS DOO;SME_10;16062.11386;16062.11386;1250646;1250646;OK
RBRO;1628320;6;Small Medium Business (SMB);BRITTA AMUSEMENT SRL;SME_10;224.1067437;224.1067437;1628320;1628320;OK
ALEASS;701866;3;Corporates;TELVE - RIGO S.R.L.;CORP_10;861911.74;861911.74;701866;;OK
AVAL;713262;6;Small Medium Business (SMB);"TDV ""Oleshkivskyi Maslozavod""";SME_10;21650.52886;21650.52886;713262;713262;OK
RBCZ;789173;3;Corporates;CARMAN A S;CORP_10;514464.54;514464.54;789173;789173;OK
RBBH;128549;3;Corporates;TEMPO VRANICA DD MOSTAR;CORP_10;2629.88092;2629.88092;128549;128549;OK
AVAL;449275;6;Small Medium Business (SMB);"TOV ""Rys Ukrainy""";SME_10;54392.97624;54392.97624;449275;449275;OK
RBBY;1832531;6;Small Medium Business (SMB);DOM PLITKI CHUP;SME_10;84068.17002;84068.17002;1832531;1832531;OK
RLRS;1535662;3;Corporates;GREEN FLY LINE D.O.O. BEOGRAD-GREEN FLY LINE D.O.O. BEOGRAD;CORP_10;5536.49;5536.49;1535662;1535662;OK
RBBY;583516;6;Small Medium Business (SMB);GIPROZHIVMASH OOO;SME_10;240927.8651;240927.8651;583516;583516;OK
RBHU;150926;6;Small Medium Business (SMB);"""FÓKUSZ-KER"" Kereskedelmi és Szolgá-ltató Korlátolt Felelõsségû Társasá";SME_10;4858.675497;4858.675497;150926;150926;OK
AVAL;314313;6;Small Medium Business (SMB);"FH ""Talisman-3""";SME_10;106409.8382;106409.8382;314313;314313;OK
RBBH;673129;6;Small Medium Business (SMB);ATP STANAREVIC D.O.O. CELINAC;SME_10;48.57272871;48.57272871;;;OK
RBRO;689731;6;Small Medium Business (SMB);AGRO SERV LAND;SME_10;874.7085566;874.7085566;689731;689731;OK
RBRO;282343;6;Small Medium Business (SMB);EXPODESIGN & CONSULTING SRL;SME_10;60238.00991;60238.00991;282343;282343;OK
RBI;739692;3;Corporates;Dr Gerard Sp. z o.o.;CORP_10;11951112.94;11951112.94;739692;739692;OK
RBBH;934071;6;Small Medium Business (SMB);INFRASTRUKTURNA OPTIMIZACIJSKA GRUP;SME_10;107571.0517;107571.0517;934071;934071;OK
RBI;27890;26;Finance Companies - supervised;Export Credit Agency-of Bosnia and Herzegowina;FIN_10;15828.91;15828.91;27890;;OK
AVAL;2078504;6;Small Medium Business (SMB);"FH ""Romashka""";SME_10;63480.00227;63480.00227;2078504;2078504;OK
RBRO;597099;6;Small Medium Business (SMB);GRINEL SRL;SME_10;210.0979897;210.0979897;597099;597099;OK
RBRU;348746;6;Small Medium Business (SMB);ALESER OOO;SME_10;48691.04746;48691.04746;348746;348746;OK
RBAL;623368;6;Small Medium Business (SMB);CRONY-SR SHPK;SME_10;4747.062024;4747.062024;623368;623368;OK
RBHU;1242244;6;Small Medium Business (SMB);Kóstolom Borgasztronómiai és Turisz-tikai KFT.;SME_10;46473.1301;46473.1301;1242244;1242244;OK
RBI;191268;3;Corporates;Waagner-Biro Stahlbau AG;CORP_10;355418.82;355418.82;191268;191268;OK
TBSK;1457651;62;Retail customers with Non-Retail treatment;;CORP_10;95884.62;95884.62;1457651;1457651;OK
RBBY;1409457;6;Small Medium Business (SMB);KVADRATOFF CHP;SME_10;133374.7222;133374.7222;1409457;1409457;OK
RBRO;508148;3;Corporates;INSTALVEST SRL;CORP_10;0.428326094;0.428326094;508148;;OK
TLSK;786599;3;Corporates;BIOPEL, a. s.;CORP_10;49661.04;49661.04;786599;786599;OK
RBI;108740;3;Corporates;Dalekovod D.D.;CORP_10;148.1186542;148.1186542;;;OK
RBRO;733224;6;Small Medium Business (SMB);BULROM SRL;SME_10;281.85;281.85;733224;733224;OK
RLAL;686399;6;Small Medium Business (SMB);TIRANA TRAVEL SHPK;SME_10;13756.47;13756.47;686399;686399;OK
RLKO;164836;6;Small Medium Business (SMB);DAFI COMPANY SH.P.K;SME_10;34566.06;34566.06;164836;164836;OK
RBBH;128284;6;Small Medium Business (SMB);GROMEKS DOO SREBRENIK;SME_10;1233.9416;1233.9416;128284;128284;OK
RLRU;1589910;6;Small Medium Business (SMB);AVTO-INVEST;SME_10;33349.86952;33349.86952;1589910;1589910;OK
RBRO;498555;3;Corporates;UNIO SA;CORP_10;1336510.32;1336510.32;498555;498555;OK
RBRO;497417;6;Small Medium Business (SMB);BREEDING FARM SRL;SME_10;483.6205678;483.6205678;497417;;OK
RBBY;514338;6;Small Medium Business (SMB);BELAKVAMIR OOO;SME_10;86276.20785;86276.20785;514338;514338;OK
RBRO;1328501;6;Small Medium Business (SMB);TOP BEST AUTO;SME_10;227.9533418;227.9533418;1328501;1328501;OK
RBBH;1841977;6;Small Medium Business (SMB);R M SOLUTION DOO;SME_10;114101.7266;114101.7266;1841977;1841977;OK
AVAL;844091;6;Small Medium Business (SMB);"STOV ""NADIIA""";SME_10;173901.0448;173901.0448;844091;844091;OK
RBHR;107747;3;Corporates;GRADEM-LUMAR D.O.O.;CORP_10;929733.6784;929733.6784;107747;107747;OK
RBRU;1921303;6;Small Medium Business (SMB);BELGORODSKII TREIDER OOO;SME_10;98830.59506;98830.59506;1921303;1921303;OK
RBHU;1239538;3;Corporates;"NERO TRADE Kereskedelmi és Szolgált-ató Kft. ""f.a.""";CORP_10;535.3306556;535.3306556;1239538;1239538;OK
AVAL;319168;6;Small Medium Business (SMB);PP SATELIT;SME_10;3.102872838;3.102872838;;;OK
TBSK;806980;6;Small Medium Business (SMB);Agro Jasenie, s. r. o.;SME_10;110306.46;110306.46;806980;806980;OK
ALEASS;804800;6;Small Medium Business (SMB);G E P DI GAUDENZI ENRICO;SME_10;41320.22;41320.22;804800;;OK
RBRO;321281;3;Corporates;MIGA TRANS SRL;CORP_10;115.5075717;115.5075717;;;OK
RBRS;786499;6;Small Medium Business (SMB);PROFESSIONAL PACK DOO BEOGRAD;SME_10;9924.226157;9924.226157;786499;786499;OK
TBSK;91016;3;Corporates;OMS, a.s.;CORP_10;6000;6000;91016;;OK
RBI;2119;3;Corporates;Leder & Schuh-Aktiengesellschaft;CORP_10;2735820.08;2735820.08;2119;2119;OK
RBCZ;609425;3;Corporates;HESKET S R O;CORP_10;889728.5625;889728.5625;609425;609425;OK
CASRS;175015;6;Small Medium Business (SMB);SUVOBOR KOOP NN;SME_10;34337.29812;34337.29812;175015;175015;OK
RBRO;1439300;6;Small Medium Business (SMB);NOVA-TECH PRODUCTION;SME_10;23776.67442;23776.67442;1439300;1439300;OK
TLSK;1905748;6;Small Medium Business (SMB);MARKET CENTRUM Plus, s.r.o.;SME_10;53736.76;53736.76;1905748;1905748;OK
AVAL;1888180;6;Small Medium Business (SMB);"TOV ""Master -Luiks""";SME_10;67126.84317;67126.84317;1888180;1888180;OK
RBAL;683872;3;Corporates;ITAL COSTRUZIONI SHPK;CORP_10;1067363.93;1067363.93;683872;683872;OK
RBRO;247260;6;Small Medium Business (SMB);RATISBONA SRL;SME_10;39521.63452;39521.63452;247260;247260;OK
RBRS;1461194;6;Small Medium Business (SMB);ETT-LIGHTING DOO;SME_10;4.271903741;4.271903741;;;OK
AVAL;751571;6;Small Medium Business (SMB);"PP ""Dnipro-A-Ahro""";SME_10;26344.17266;26344.17266;751571;751571;OK
TLSK;2036357;6;Small Medium Business (SMB);HR WINERY s.r.o.;SME_10;132896.14;132896.14;2036357;2036357;OK
TBSK;1054608;6;Small Medium Business (SMB);BHZ Steel, s.r.o.;SME_10;131272.89;131272.89;1054608;1054608;OK
RBRS;1438516;6;Small Medium Business (SMB);FORTUNA REAL ESTATE;SME_10;21.30880375;21.30880375;1438516;1438516;OK
RBI;133123;3;Corporates;Viro Tvornica Secera d.d.;CORP_10;9230.539517;9230.539517;;;OK
